contrast,parcel,cluster,NETWORK,GLASSERLABELNAME,HEMISPHERE,prop
FEEDBACK_AVG,226,1009,Dorsal-Attention,R_7PL_ROI,R,0.688311688311688
FEEDBACK_AVG,227,10,Somatomotor,R_7PC_ROI,R,0.979591836734694
FEEDBACK_AVG,228,1009,Visual2,R_LIPv_ROI,R,0.564935064935065
FEEDBACK_AVG,230,1009,Dorsal-Attention,R_MIP_ROI,R,0.916666666666667
FEEDBACK_AVG,231,10,Somatomotor,R_1_ROI,R,0.751937984496124
FEEDBACK_AVG,232,10,Somatomotor,R_2_ROI,R,1
FEEDBACK_AVG,234,10,Somatomotor,R_6d_ROI,R,0.949438202247191
FEEDBACK_AVG,235,10,Somatomotor,R_6mp_ROI,R,0.795539033457249
FEEDBACK_AVG,237,10,Cingulo-Opercular,R_p24pr_ROI,R,0.967391304347826
FEEDBACK_AVG,239,10,Cingulo-Opercular,R_a24pr_ROI,R,0.886792452830189
FEEDBACK_AVG,242,1011,Frontoparietal,R_d32_ROI,R,0.983739837398374
FEEDBACK_AVG,243,1011,Frontoparietal,R_8BM_ROI,R,0.811428571428571
FEEDBACK_AVG,245,14,Default,R_10r_ROI,R,0.972972972972973
FEEDBACK_AVG,246,11,Default,R_47m_ROI,R,0.80327868852459
FEEDBACK_AVG,253,1010,Frontoparietal,R_8C_ROI,R,0.773662551440329
FEEDBACK_AVG,258,1010,Cingulo-Opercular,R_6r_ROI,R,0.623574144486692
FEEDBACK_AVG,259,1010,Language,R_IFJa_ROI,R,0.569620253164557
FEEDBACK_AVG,260,1010,Frontoparietal,R_IFJp_ROI,R,1
FEEDBACK_AVG,261,1010,Frontoparietal,R_IFSp_ROI,R,0.804511278195489
FEEDBACK_AVG,262,1010,Cingulo-Opercular,R_IFSa_ROI,R,0.653846153846154
FEEDBACK_AVG,263,1010,Frontoparietal,R_p9-46v_ROI,R,0.889502762430939
FEEDBACK_AVG,265,1010,Frontoparietal,R_a9-46v_ROI,R,0.873684210526316
FEEDBACK_AVG,269,1010,Frontoparietal,R_a10p_ROI,R,0.647887323943662
FEEDBACK_AVG,271,1013,Frontoparietal,R_11l_ROI,R,0.705882352941177
FEEDBACK_AVG,275,1009,Dorsal-Attention,R_LIPd_ROI,R,1
FEEDBACK_AVG,276,1011,Dorsal-Attention,R_6a_ROI,R,0.595870206489676
FEEDBACK_AVG,277,1011,Frontoparietal,R_i6-8_ROI,R,0.888888888888889
FEEDBACK_AVG,278,1011,Frontoparietal,R_s6-8_ROI,R,1
FEEDBACK_AVG,279,10,Cingulo-Opercular,R_43_ROI,R,0.903703703703704
FEEDBACK_AVG,280,10,Somatomotor,R_OP4_ROI,R,0.790697674418605
FEEDBACK_AVG,281,10,Somatomotor,R_OP1_ROI,R,1
FEEDBACK_AVG,282,10,Somatomotor,R_OP2-3_ROI,R,0.758620689655172
FEEDBACK_AVG,283,10,Auditory,R_52_ROI,R,0.962264150943396
FEEDBACK_AVG,284,10,Somatomotor,R_RI_ROI,R,0.96218487394958
FEEDBACK_AVG,285,10,Cingulo-Opercular,R_PFcm_ROI,R,1
FEEDBACK_AVG,286,10,Cingulo-Opercular,R_PoI2_ROI,R,0.645348837209302
FEEDBACK_AVG,287,10,Auditory,R_TA2_ROI,R,0.738738738738739
FEEDBACK_AVG,291,1012,Frontoparietal,R_AVI_ROI,R,0.973333333333333
FEEDBACK_AVG,292,1012,Orbito-Affective,R_AAIC_ROI,R,1
FEEDBACK_AVG,293,10,Cingulo-Opercular,R_FOP1_ROI,R,0.690140845070423
FEEDBACK_AVG,294,10,Cingulo-Opercular,R_FOP3_ROI,R,0.96
FEEDBACK_AVG,295,10,Somatomotor,R_FOP2_ROI,R,1
FEEDBACK_AVG,296,10,Dorsal-Attention,R_PFt_ROI,R,0.808290155440415
FEEDBACK_AVG,301,1009,Visual1,R_ProS_ROI,R,0.932330827067669
FEEDBACK_AVG,304,10,Auditory,R_PBelt_ROI,R,0.875
FEEDBACK_AVG,307,1009,Dorsal-Attention,R_PHA3_ROI,R,0.941176470588235
FEEDBACK_AVG,309,1009,Language,R_STSdp_ROI,R,0.842857142857143
FEEDBACK_AVG,310,1009,Default,R_STSvp_ROI,R,0.695364238410596
FEEDBACK_AVG,313,1009,Frontoparietal,R_TE1p_ROI,R,0.761061946902655
FEEDBACK_AVG,318,1009,Visual2,R_PH_ROI,R,0.732558139534884
FEEDBACK_AVG,324,1009,Frontoparietal,R_IP2_ROI,R,0.995412844036697
FEEDBACK_AVG,325,1009,Frontoparietal,R_IP1_ROI,R,0.984536082474227
FEEDBACK_AVG,326,1009,Dorsal-Attention,R_IP0_ROI,R,1
FEEDBACK_AVG,327,10,Cingulo-Opercular,R_PFop_ROI,R,0.948387096774194
FEEDBACK_AVG,328,10,Cingulo-Opercular,R_PF_ROI,R,0.605744125326371
FEEDBACK_AVG,329,1009,Frontoparietal,R_PFm_ROI,R,0.772823779193206
FEEDBACK_AVG,333,1009,Visual2,R_VMV1_ROI,R,0.964601769911504
FEEDBACK_AVG,334,1009,Visual2,R_VMV3_ROI,R,1
FEEDBACK_AVG,336,1009,Visual2,R_V4t_ROI,R,0.644444444444445
FEEDBACK_AVG,338,1009,Visual2,R_V3CD_ROI,R,1
FEEDBACK_AVG,339,1009,Visual2,R_LO3_ROI,R,0.892307692307692
FEEDBACK_AVG,340,1009,Visual2,R_VMV2_ROI,R,0.963855421686747
FEEDBACK_AVG,341,9,Default,R_31pd_ROI,R,0.851851851851852
FEEDBACK_AVG,342,9,Frontoparietal,R_31a_ROI,R,0.527777777777778
FEEDBACK_AVG,343,1009,Visual2,R_VVC_ROI,R,1
FEEDBACK_AVG,347,10,Cingulo-Opercular,R_PoI1_ROI,R,0.907975460122699
FEEDBACK_AVG,348,10,Somatomotor,R_Ig_ROI,R,0.653225806451613
FEEDBACK_AVG,350,1010,Frontoparietal,R_p10p_ROI,R,0.587837837837838
FEEDBACK_AVG,351,1010,Frontoparietal,R_p47r_ROI,R,0.96
FEEDBACK_AVG,353,10,Auditory,R_MBelt_ROI,R,0.946666666666667
FEEDBACK_AVG,354,10,Auditory,R_LBelt_ROI,R,1
FEEDBACK_AVG,355,10,Auditory,R_A4_ROI,R,0.60427807486631
FEEDBACK_AVG,359,1011,Cingulo-Opercular,R_a32pr_ROI,R,0.984251968503937
FEEDBACK_AVG_LOSE,1,1001,Visual1,L_V1_ROI,L,0.922984356197353
FEEDBACK_AVG_LOSE,4,1001,Visual2,L_V2_ROI,L,0.954765751211632
FEEDBACK_AVG_LOSE,5,1001,Visual2,L_V3_ROI,L,0.875370919881306
FEEDBACK_AVG_LOSE,6,1001,Visual2,L_V4_ROI,L,1
FEEDBACK_AVG_LOSE,7,1001,Visual2,L_V8_ROI,L,1
FEEDBACK_AVG_LOSE,9,1,Somatomotor,L_3b_ROI,L,0.749128919860627
FEEDBACK_AVG_LOSE,11,1006,Dorsal-Attention,L_PEF_ROI,L,0.666666666666667
FEEDBACK_AVG_LOSE,13,1001,Visual2,L_V3A_ROI,L,0.821192052980132
FEEDBACK_AVG_LOSE,14,1,Frontoparietal,L_RSC_ROI,L,0.781990521327014
FEEDBACK_AVG_LOSE,15,1,Frontoparietal,L_POS2_ROI,L,0.692
FEEDBACK_AVG_LOSE,16,1001,Visual2,L_V7_ROI,L,0.886363636363636
FEEDBACK_AVG_LOSE,17,1001,Visual2,L_IPS1_ROI,L,0.718518518518519
FEEDBACK_AVG_LOSE,18,1001,Visual2,L_FFC_ROI,L,0.993377483443709
FEEDBACK_AVG_LOSE,19,1001,Visual2,L_V3B_ROI,L,1
FEEDBACK_AVG_LOSE,20,1001,Visual2,L_LO1_ROI,L,1
FEEDBACK_AVG_LOSE,21,1001,Visual2,L_LO2_ROI,L,1
FEEDBACK_AVG_LOSE,22,1001,Visual2,L_PIT_ROI,L,1
FEEDBACK_AVG_LOSE,24,1,Auditory,L_A1_ROI,L,0.857142857142857
FEEDBACK_AVG_LOSE,30,1,Default,L_7m_ROI,L,0.646153846153846
FEEDBACK_AVG_LOSE,31,1,Default,L_POS1_ROI,L,0.96
FEEDBACK_AVG_LOSE,32,1,Default,L_23d_ROI,L,0.728395061728395
FEEDBACK_AVG_LOSE,33,1,Default,L_v23ab_ROI,L,1
FEEDBACK_AVG_LOSE,34,1,Default,L_d23ab_ROI,L,0.897727272727273
FEEDBACK_AVG_LOSE,35,1,Default,L_31pv_ROI,L,1
FEEDBACK_AVG_LOSE,36,1,Somatomotor,L_5m_ROI,L,0.892857142857143
FEEDBACK_AVG_LOSE,37,1,Cingulo-Opercular,L_5mv_ROI,L,0.963350785340314
FEEDBACK_AVG_LOSE,38,1,Cingulo-Opercular,L_23c_ROI,L,1
FEEDBACK_AVG_LOSE,39,1,Somatomotor,L_5L_ROI,L,0.973404255319149
FEEDBACK_AVG_LOSE,40,1,Somatomotor,L_24dd_ROI,L,0.883408071748879
FEEDBACK_AVG_LOSE,41,1,Somatomotor,L_24dv_ROI,L,0.893617021276596
FEEDBACK_AVG_LOSE,42,1,Somatomotor,L_7AL_ROI,L,1
FEEDBACK_AVG_LOSE,43,1002,Cingulo-Opercular,L_SCEF_ROI,L,0.551724137931035
FEEDBACK_AVG_LOSE,45,1,Cingulo-Opercular,L_7Am_ROI,L,0.504807692307692
FEEDBACK_AVG_LOSE,46,1001,Dorsal-Attention,L_7PL_ROI,L,0.762886597938144
FEEDBACK_AVG_LOSE,47,1,Somatomotor,L_7PC_ROI,L,0.865497076023392
FEEDBACK_AVG_LOSE,48,1001,Visual2,L_LIPv_ROI,L,0.546153846153846
FEEDBACK_AVG_LOSE,50,1001,Dorsal-Attention,L_MIP_ROI,L,1
FEEDBACK_AVG_LOSE,51,1,Somatomotor,L_1_ROI,L,0.855361596009975
FEEDBACK_AVG_LOSE,52,1,Somatomotor,L_2_ROI,L,0.979094076655052
FEEDBACK_AVG_LOSE,54,1,Somatomotor,L_6d_ROI,L,0.792207792207792
FEEDBACK_AVG_LOSE,55,1,Somatomotor,L_6mp_ROI,L,0.833333333333333
FEEDBACK_AVG_LOSE,57,1,Cingulo-Opercular,L_p24pr_ROI,L,0.925925925925926
FEEDBACK_AVG_LOSE,59,1,Cingulo-Opercular,L_a24pr_ROI,L,0.659574468085106
FEEDBACK_AVG_LOSE,61,5,Default,L_a24_ROI,L,0.833333333333333
FEEDBACK_AVG_LOSE,64,5,Default,L_p32_ROI,L,0.98989898989899
FEEDBACK_AVG_LOSE,65,5,Default,L_10r_ROI,L,1
FEEDBACK_AVG_LOSE,66,4,Default,L_47m_ROI,L,1
FEEDBACK_AVG_LOSE,68,8,Default,L_8Ad_ROI,L,0.851239669421488
FEEDBACK_AVG_LOSE,72,5,Default,L_10d_ROI,L,0.954248366013072
FEEDBACK_AVG_LOSE,73,1006,Frontoparietal,L_8C_ROI,L,0.66147859922179
FEEDBACK_AVG_LOSE,80,1006,Frontoparietal,L_IFJp_ROI,L,0.954022988505747
FEEDBACK_AVG_LOSE,88,5,Default,L_10v_ROI,L,0.556390977443609
FEEDBACK_AVG_LOSE,92,4,Frontoparietal,L_13l_ROI,L,0.666666666666667
FEEDBACK_AVG_LOSE,95,1001,Dorsal-Attention,L_LIPd_ROI,L,1
FEEDBACK_AVG_LOSE,99,1,Cingulo-Opercular,L_43_ROI,L,0.76984126984127
FEEDBACK_AVG_LOSE,100,1,Somatomotor,L_OP4_ROI,L,0.849056603773585
FEEDBACK_AVG_LOSE,101,1,Somatomotor,L_OP1_ROI,L,1
FEEDBACK_AVG_LOSE,102,1,Somatomotor,L_OP2-3_ROI,L,0.971631205673759
FEEDBACK_AVG_LOSE,103,1,Auditory,L_52_ROI,L,1
FEEDBACK_AVG_LOSE,104,1,Auditory,L_RI_ROI,L,0.921951219512195
FEEDBACK_AVG_LOSE,105,1,Cingulo-Opercular,L_PFcm_ROI,L,0.931297709923664
FEEDBACK_AVG_LOSE,106,1,Cingulo-Opercular,L_PoI2_ROI,L,0.968944099378882
FEEDBACK_AVG_LOSE,107,1,Auditory,L_TA2_ROI,L,0.619718309859155
FEEDBACK_AVG_LOSE,111,1005,Frontoparietal,L_AVI_ROI,L,0.833333333333333
FEEDBACK_AVG_LOSE,113,1,Cingulo-Opercular,L_FOP1_ROI,L,1
FEEDBACK_AVG_LOSE,114,1,Cingulo-Opercular,L_FOP3_ROI,L,0.952380952380952
FEEDBACK_AVG_LOSE,115,1,Somatomotor,L_FOP2_ROI,L,0.884615384615385
FEEDBACK_AVG_LOSE,116,1,Dorsal-Attention,L_PFt_ROI,L,0.887179487179487
FEEDBACK_AVG_LOSE,121,1001,Visual1,L_ProS_ROI,L,0.804347826086957
FEEDBACK_AVG_LOSE,124,1,Auditory,L_PBelt_ROI,L,1
FEEDBACK_AVG_LOSE,125,1004,Language,L_A5_ROI,L,0.557971014492754
FEEDBACK_AVG_LOSE,129,1004,Language,L_STSdp_ROI,L,0.85929648241206
FEEDBACK_AVG_LOSE,137,2,Dorsal-Attention,L_PHT_ROI,L,0.587912087912088
FEEDBACK_AVG_LOSE,138,1001,Visual2,L_PH_ROI,L,0.706666666666667
FEEDBACK_AVG_LOSE,139,1004,Language,L_TPOJ1_ROI,L,0.607734806629834
FEEDBACK_AVG_LOSE,140,2,Posterior-Multimodal,L_TPOJ2_ROI,L,0.5
FEEDBACK_AVG_LOSE,144,1001,Frontoparietal,L_IP2_ROI,L,0.666666666666667
FEEDBACK_AVG_LOSE,145,1001,Frontoparietal,L_IP1_ROI,L,0.518518518518519
FEEDBACK_AVG_LOSE,146,1001,Dorsal-Attention,L_IP0_ROI,L,0.703703703703704
FEEDBACK_AVG_LOSE,147,1,Cingulo-Opercular,L_PFop_ROI,L,1
FEEDBACK_AVG_LOSE,148,1,Cingulo-Opercular,L_PF_ROI,L,0.540322580645161
FEEDBACK_AVG_LOSE,151,2,Default,L_PGs_ROI,L,0.685245901639344
FEEDBACK_AVG_LOSE,153,1001,Visual2,L_VMV1_ROI,L,0.943181818181818
FEEDBACK_AVG_LOSE,154,1001,Visual2,L_VMV3_ROI,L,1
FEEDBACK_AVG_LOSE,155,6,Default,L_PHA2_ROI,L,0.691176470588235
FEEDBACK_AVG_LOSE,156,1001,Visual2,L_V4t_ROI,L,1
FEEDBACK_AVG_LOSE,157,2,Visual2,L_FST_ROI,L,0.551020408163265
FEEDBACK_AVG_LOSE,158,1001,Visual2,L_V3CD_ROI,L,1
FEEDBACK_AVG_LOSE,159,1001,Visual2,L_LO3_ROI,L,0.816666666666667
FEEDBACK_AVG_LOSE,160,1001,Visual2,L_VMV2_ROI,L,0.782608695652174
FEEDBACK_AVG_LOSE,161,1,Default,L_31pd_ROI,L,0.962962962962963
FEEDBACK_AVG_LOSE,162,1,Default,L_31a_ROI,L,1
FEEDBACK_AVG_LOSE,163,1001,Visual2,L_VVC_ROI,L,1
FEEDBACK_AVG_LOSE,164,5,Default,L_25_ROI,L,0.527272727272727
FEEDBACK_AVG_LOSE,165,5,Default,L_s32_ROI,L,0.796296296296296
FEEDBACK_AVG_LOSE,167,1,Cingulo-Opercular,L_PoI1_ROI,L,0.993506493506494
FEEDBACK_AVG_LOSE,168,1,Somatomotor,L_Ig_ROI,L,0.984615384615385
FEEDBACK_AVG_LOSE,173,1,Auditory,L_MBelt_ROI,L,0.978021978021978
FEEDBACK_AVG_LOSE,174,1,Auditory,L_LBelt_ROI,L,0.986842105263158
FEEDBACK_AVG_LOSE,175,1,Auditory,L_A4_ROI,L,0.573529411764706
FEEDBACK_AVG_LOSE,179,1002,Cingulo-Opercular,L_a32pr_ROI,L,0.7890625
FEEDBACK_AVG_LOSE,181,1009,Visual1,R_V1_ROI,R,0.928843710292249
FEEDBACK_AVG_LOSE,184,1009,Visual2,R_V2_ROI,R,0.976705490848586
FEEDBACK_AVG_LOSE,185,1009,Visual2,R_V3_ROI,R,0.861671469740634
FEEDBACK_AVG_LOSE,186,1009,Visual2,R_V4_ROI,R,0.986666666666667
FEEDBACK_AVG_LOSE,187,1009,Visual2,R_V8_ROI,R,1
FEEDBACK_AVG_LOSE,189,10,Somatomotor,R_3b_ROI,R,0.648114901256733
FEEDBACK_AVG_LOSE,191,1010,Cingulo-Opercular,R_PEF_ROI,R,0.516483516483517
FEEDBACK_AVG_LOSE,192,1008,Language,R_55b_ROI,R,0.607476635514019
FEEDBACK_AVG_LOSE,193,1009,Visual2,R_V3A_ROI,R,0.82312925170068
FEEDBACK_AVG_LOSE,196,1009,Visual2,R_V7_ROI,R,0.888888888888889
FEEDBACK_AVG_LOSE,197,1009,Visual2,R_IPS1_ROI,R,0.846846846846847
FEEDBACK_AVG_LOSE,198,1009,Visual2,R_FFC_ROI,R,0.994011976047904
FEEDBACK_AVG_LOSE,199,1009,Visual2,R_V3B_ROI,R,1
FEEDBACK_AVG_LOSE,200,1009,Visual2,R_LO1_ROI,R,1
FEEDBACK_AVG_LOSE,201,1009,Visual2,R_LO2_ROI,R,1
FEEDBACK_AVG_LOSE,202,1009,Visual2,R_PIT_ROI,R,1
FEEDBACK_AVG_LOSE,204,10,Auditory,R_A1_ROI,R,1
FEEDBACK_AVG_LOSE,206,1008,Language,R_SFL_ROI,R,0.857142857142857
FEEDBACK_AVG_LOSE,209,1009,Frontoparietal,R_7Pm_ROI,R,0.958333333333333
FEEDBACK_AVG_LOSE,211,9,Default,R_POS1_ROI,R,0.783018867924528
FEEDBACK_AVG_LOSE,213,9,Default,R_v23ab_ROI,R,1
FEEDBACK_AVG_LOSE,214,9,Default,R_d23ab_ROI,R,0.936170212765957
FEEDBACK_AVG_LOSE,215,9,Default,R_31pv_ROI,R,0.918918918918919
FEEDBACK_AVG_LOSE,217,10,Cingulo-Opercular,R_5mv_ROI,R,0.877272727272727
FEEDBACK_AVG_LOSE,218,10,Cingulo-Opercular,R_23c_ROI,R,0.676579925650558
FEEDBACK_AVG_LOSE,219,10,Somatomotor,R_5L_ROI,R,0.984771573604061
FEEDBACK_AVG_LOSE,220,10,Somatomotor,R_24dd_ROI,R,0.858870967741936
FEEDBACK_AVG_LOSE,221,10,Somatomotor,R_24dv_ROI,R,0.968152866242038
FEEDBACK_AVG_LOSE,222,10,Somatomotor,R_7AL_ROI,R,1
FEEDBACK_AVG_LOSE,224,1008,Cingulo-Opercular,R_6ma_ROI,R,0.545454545454545
FEEDBACK_AVG_LOSE,226,1009,Dorsal-Attention,R_7PL_ROI,R,0.779220779220779
FEEDBACK_AVG_LOSE,227,10,Somatomotor,R_7PC_ROI,R,0.994897959183674
FEEDBACK_AVG_LOSE,228,1009,Visual2,R_LIPv_ROI,R,0.538961038961039
FEEDBACK_AVG_LOSE,230,1009,Dorsal-Attention,R_MIP_ROI,R,0.911111111111111
FEEDBACK_AVG_LOSE,231,10,Somatomotor,R_1_ROI,R,0.816537467700258
FEEDBACK_AVG_LOSE,232,10,Somatomotor,R_2_ROI,R,1
FEEDBACK_AVG_LOSE,233,10,Somatomotor,R_3a_ROI,R,0.653125
FEEDBACK_AVG_LOSE,234,10,Somatomotor,R_6d_ROI,R,0.99438202247191
FEEDBACK_AVG_LOSE,235,10,Somatomotor,R_6mp_ROI,R,0.840148698884758
FEEDBACK_AVG_LOSE,236,10,Somatomotor,R_6v_ROI,R,0.52991452991453
FEEDBACK_AVG_LOSE,237,10,Cingulo-Opercular,R_p24pr_ROI,R,0.967391304347826
FEEDBACK_AVG_LOSE,239,10,Cingulo-Opercular,R_a24pr_ROI,R,0.905660377358491
FEEDBACK_AVG_LOSE,242,1008,Frontoparietal,R_d32_ROI,R,0.975609756097561
FEEDBACK_AVG_LOSE,243,1008,Frontoparietal,R_8BM_ROI,R,0.817142857142857
FEEDBACK_AVG_LOSE,245,14,Default,R_10r_ROI,R,0.986486486486486
FEEDBACK_AVG_LOSE,246,11,Default,R_47m_ROI,R,0.950819672131147
FEEDBACK_AVG_LOSE,253,1010,Frontoparietal,R_8C_ROI,R,0.860082304526749
FEEDBACK_AVG_LOSE,258,1010,Cingulo-Opercular,R_6r_ROI,R,0.638783269961977
FEEDBACK_AVG_LOSE,260,1010,Frontoparietal,R_IFJp_ROI,R,0.952380952380952
FEEDBACK_AVG_LOSE,261,1010,Frontoparietal,R_IFSp_ROI,R,0.781954887218045
FEEDBACK_AVG_LOSE,262,1010,Cingulo-Opercular,R_IFSa_ROI,R,0.576923076923077
FEEDBACK_AVG_LOSE,263,1010,Frontoparietal,R_p9-46v_ROI,R,0.889502762430939
FEEDBACK_AVG_LOSE,265,1010,Frontoparietal,R_a9-46v_ROI,R,0.631578947368421
FEEDBACK_AVG_LOSE,268,14,Default,R_10v_ROI,R,0.530612244897959
FEEDBACK_AVG_LOSE,269,1012,Frontoparietal,R_a10p_ROI,R,0.52112676056338
FEEDBACK_AVG_LOSE,271,1013,Frontoparietal,R_11l_ROI,R,0.705882352941177
FEEDBACK_AVG_LOSE,275,1009,Dorsal-Attention,R_LIPd_ROI,R,1
FEEDBACK_AVG_LOSE,276,1008,Dorsal-Attention,R_6a_ROI,R,0.578171091445428
FEEDBACK_AVG_LOSE,277,1008,Frontoparietal,R_i6-8_ROI,R,0.717171717171717
FEEDBACK_AVG_LOSE,278,1008,Frontoparietal,R_s6-8_ROI,R,1
FEEDBACK_AVG_LOSE,279,10,Cingulo-Opercular,R_43_ROI,R,0.933333333333333
FEEDBACK_AVG_LOSE,280,10,Somatomotor,R_OP4_ROI,R,0.869767441860465
FEEDBACK_AVG_LOSE,281,10,Somatomotor,R_OP1_ROI,R,1
FEEDBACK_AVG_LOSE,282,10,Somatomotor,R_OP2-3_ROI,R,0.931034482758621
FEEDBACK_AVG_LOSE,283,10,Auditory,R_52_ROI,R,0.981132075471698
FEEDBACK_AVG_LOSE,284,10,Somatomotor,R_RI_ROI,R,0.974789915966386
FEEDBACK_AVG_LOSE,285,10,Cingulo-Opercular,R_PFcm_ROI,R,1
FEEDBACK_AVG_LOSE,286,10,Cingulo-Opercular,R_PoI2_ROI,R,0.72093023255814
FEEDBACK_AVG_LOSE,287,10,Auditory,R_TA2_ROI,R,0.747747747747748
FEEDBACK_AVG_LOSE,291,1011,Frontoparietal,R_AVI_ROI,R,0.96
FEEDBACK_AVG_LOSE,292,1011,Orbito-Affective,R_AAIC_ROI,R,0.936507936507937
FEEDBACK_AVG_LOSE,293,10,Cingulo-Opercular,R_FOP1_ROI,R,0.619718309859155
FEEDBACK_AVG_LOSE,294,10,Cingulo-Opercular,R_FOP3_ROI,R,0.946666666666667
FEEDBACK_AVG_LOSE,295,10,Somatomotor,R_FOP2_ROI,R,1
FEEDBACK_AVG_LOSE,296,10,Dorsal-Attention,R_PFt_ROI,R,0.813471502590674
FEEDBACK_AVG_LOSE,301,1009,Visual1,R_ProS_ROI,R,0.902255639097744
FEEDBACK_AVG_LOSE,303,1015,Language,R_STGa_ROI,R,0.5625
FEEDBACK_AVG_LOSE,304,10,Auditory,R_PBelt_ROI,R,0.96875
FEEDBACK_AVG_LOSE,307,1009,Dorsal-Attention,R_PHA3_ROI,R,0.929411764705882
FEEDBACK_AVG_LOSE,309,1009,Language,R_STSdp_ROI,R,0.842857142857143
FEEDBACK_AVG_LOSE,310,1009,Default,R_STSvp_ROI,R,0.754966887417219
FEEDBACK_AVG_LOSE,313,1009,Frontoparietal,R_TE1p_ROI,R,0.601769911504425
FEEDBACK_AVG_LOSE,318,1009,Visual2,R_PH_ROI,R,0.72093023255814
FEEDBACK_AVG_LOSE,324,1009,Frontoparietal,R_IP2_ROI,R,0.995412844036697
FEEDBACK_AVG_LOSE,325,1009,Frontoparietal,R_IP1_ROI,R,0.943298969072165
FEEDBACK_AVG_LOSE,326,1009,Dorsal-Attention,R_IP0_ROI,R,1
FEEDBACK_AVG_LOSE,327,10,Cingulo-Opercular,R_PFop_ROI,R,0.987096774193548
FEEDBACK_AVG_LOSE,328,10,Cingulo-Opercular,R_PF_ROI,R,0.592689295039165
FEEDBACK_AVG_LOSE,329,1009,Frontoparietal,R_PFm_ROI,R,0.89171974522293
FEEDBACK_AVG_LOSE,333,1009,Visual2,R_VMV1_ROI,R,0.911504424778761
FEEDBACK_AVG_LOSE,334,1009,Visual2,R_VMV3_ROI,R,1
FEEDBACK_AVG_LOSE,336,1009,Visual2,R_V4t_ROI,R,0.644444444444445
FEEDBACK_AVG_LOSE,337,12,Visual2,R_FST_ROI,R,0.558441558441558
FEEDBACK_AVG_LOSE,338,1009,Visual2,R_V3CD_ROI,R,1
FEEDBACK_AVG_LOSE,339,1009,Visual2,R_LO3_ROI,R,0.876923076923077
FEEDBACK_AVG_LOSE,340,1009,Visual2,R_VMV2_ROI,R,0.927710843373494
FEEDBACK_AVG_LOSE,341,9,Default,R_31pd_ROI,R,0.864197530864198
FEEDBACK_AVG_LOSE,342,9,Frontoparietal,R_31a_ROI,R,0.638888888888889
FEEDBACK_AVG_LOSE,343,1009,Visual2,R_VVC_ROI,R,1
FEEDBACK_AVG_LOSE,347,10,Cingulo-Opercular,R_PoI1_ROI,R,0.94478527607362
FEEDBACK_AVG_LOSE,348,10,Somatomotor,R_Ig_ROI,R,0.798387096774194
FEEDBACK_AVG_LOSE,351,1010,Frontoparietal,R_p47r_ROI,R,0.73
FEEDBACK_AVG_LOSE,353,10,Auditory,R_MBelt_ROI,R,0.946666666666667
FEEDBACK_AVG_LOSE,354,10,Auditory,R_LBelt_ROI,R,1
FEEDBACK_AVG_LOSE,355,10,Auditory,R_A4_ROI,R,0.72192513368984
FEEDBACK_AVG_LOSE,359,1008,Cingulo-Opercular,R_a32pr_ROI,R,0.984251968503937
FEEDBACK_AVG_WIN,1,1002,Visual1,L_V1_ROI,L,0.9338146811071
FEEDBACK_AVG_WIN,3,1002,Visual2,L_V6_ROI,L,0.552631578947369
FEEDBACK_AVG_WIN,4,1002,Visual2,L_V2_ROI,L,0.978998384491115
FEEDBACK_AVG_WIN,5,1002,Visual2,L_V3_ROI,L,0.991097922848665
FEEDBACK_AVG_WIN,6,1002,Visual2,L_V4_ROI,L,1
FEEDBACK_AVG_WIN,7,1002,Visual2,L_V8_ROI,L,1
FEEDBACK_AVG_WIN,9,1,Somatomotor,L_3b_ROI,L,0.609756097560976
FEEDBACK_AVG_WIN,11,1001,Dorsal-Attention,L_PEF_ROI,L,0.972222222222222
FEEDBACK_AVG_WIN,13,1002,Visual2,L_V3A_ROI,L,0.894039735099338
FEEDBACK_AVG_WIN,16,1002,Visual2,L_V7_ROI,L,1
FEEDBACK_AVG_WIN,17,1002,Visual2,L_IPS1_ROI,L,0.903703703703704
FEEDBACK_AVG_WIN,18,1002,Visual2,L_FFC_ROI,L,1
FEEDBACK_AVG_WIN,19,1002,Visual2,L_V3B_ROI,L,1
FEEDBACK_AVG_WIN,20,1002,Visual2,L_LO1_ROI,L,1
FEEDBACK_AVG_WIN,21,1002,Visual2,L_LO2_ROI,L,1
FEEDBACK_AVG_WIN,22,1002,Visual2,L_PIT_ROI,L,1
FEEDBACK_AVG_WIN,23,1002,Visual2,L_MT_ROI,L,0.53448275862069
FEEDBACK_AVG_WIN,24,1,Auditory,L_A1_ROI,L,0.584415584415584
FEEDBACK_AVG_WIN,30,1,Default,L_7m_ROI,L,0.692307692307692
FEEDBACK_AVG_WIN,31,1,Default,L_POS1_ROI,L,0.937777777777778
FEEDBACK_AVG_WIN,33,1,Default,L_v23ab_ROI,L,1
FEEDBACK_AVG_WIN,35,1,Default,L_31pv_ROI,L,0.779816513761468
FEEDBACK_AVG_WIN,37,1,Cingulo-Opercular,L_5mv_ROI,L,0.973821989528796
FEEDBACK_AVG_WIN,38,1,Cingulo-Opercular,L_23c_ROI,L,0.954732510288066
FEEDBACK_AVG_WIN,39,1,Somatomotor,L_5L_ROI,L,0.877659574468085
FEEDBACK_AVG_WIN,40,1,Somatomotor,L_24dd_ROI,L,0.565022421524664
