contrast,parcel,cluster,NETWORK,GLASSERLABELNAME,HEMISPHERE,prop
FEEDBACK_AVG_WIN,41,1,Somatomotor,L_24dv_ROI,L,0.872340425531915
FEEDBACK_AVG_WIN,42,1,Somatomotor,L_7AL_ROI,L,0.990196078431373
FEEDBACK_AVG_WIN,43,1003,Cingulo-Opercular,L_SCEF_ROI,L,0.650246305418719
FEEDBACK_AVG_WIN,45,1,Cingulo-Opercular,L_7Am_ROI,L,0.504807692307692
FEEDBACK_AVG_WIN,46,1002,Dorsal-Attention,L_7PL_ROI,L,0.824742268041237
FEEDBACK_AVG_WIN,47,1,Somatomotor,L_7PC_ROI,L,0.713450292397661
FEEDBACK_AVG_WIN,48,1002,Visual2,L_LIPv_ROI,L,0.630769230769231
FEEDBACK_AVG_WIN,50,1002,Dorsal-Attention,L_MIP_ROI,L,1
FEEDBACK_AVG_WIN,51,1,Somatomotor,L_1_ROI,L,0.800498753117207
FEEDBACK_AVG_WIN,52,1,Somatomotor,L_2_ROI,L,0.942508710801394
FEEDBACK_AVG_WIN,55,2,Somatomotor,L_6mp_ROI,L,0.531007751937985
FEEDBACK_AVG_WIN,57,1,Cingulo-Opercular,L_p24pr_ROI,L,0.962962962962963
FEEDBACK_AVG_WIN,59,1,Cingulo-Opercular,L_a24pr_ROI,L,0.627659574468085
FEEDBACK_AVG_WIN,62,1003,Default,L_d32_ROI,L,0.508333333333333
FEEDBACK_AVG_WIN,63,1003,Frontoparietal,L_8BM_ROI,L,0.528735632183908
FEEDBACK_AVG_WIN,64,6,Default,L_p32_ROI,L,0.828282828282828
FEEDBACK_AVG_WIN,65,6,Default,L_10r_ROI,L,0.957446808510638
FEEDBACK_AVG_WIN,66,5,Default,L_47m_ROI,L,0.886792452830189
FEEDBACK_AVG_WIN,68,8,Default,L_8Ad_ROI,L,0.793388429752066
FEEDBACK_AVG_WIN,72,6,Default,L_10d_ROI,L,0.679738562091503
FEEDBACK_AVG_WIN,73,1001,Frontoparietal,L_8C_ROI,L,0.556420233463035
FEEDBACK_AVG_WIN,77,1006,Frontoparietal,L_a47r_ROI,L,0.596590909090909
FEEDBACK_AVG_WIN,79,1001,Language,L_IFJa_ROI,L,0.522727272727273
FEEDBACK_AVG_WIN,80,1001,Frontoparietal,L_IFJp_ROI,L,1
FEEDBACK_AVG_WIN,83,1001,Frontoparietal,L_p9-46v_ROI,L,0.578125
FEEDBACK_AVG_WIN,88,6,Default,L_10v_ROI,L,0.518796992481203
FEEDBACK_AVG_WIN,95,1002,Dorsal-Attention,L_LIPd_ROI,L,1
FEEDBACK_AVG_WIN,99,1,Cingulo-Opercular,L_43_ROI,L,0.555555555555556
FEEDBACK_AVG_WIN,100,1,Somatomotor,L_OP4_ROI,L,0.632075471698113
FEEDBACK_AVG_WIN,101,1,Somatomotor,L_OP1_ROI,L,1
FEEDBACK_AVG_WIN,102,1,Somatomotor,L_OP2-3_ROI,L,0.950354609929078
FEEDBACK_AVG_WIN,103,1,Auditory,L_52_ROI,L,1
FEEDBACK_AVG_WIN,104,1,Auditory,L_RI_ROI,L,0.653658536585366
FEEDBACK_AVG_WIN,105,1,Cingulo-Opercular,L_PFcm_ROI,L,0.900763358778626
FEEDBACK_AVG_WIN,106,1,Cingulo-Opercular,L_PoI2_ROI,L,0.677018633540373
FEEDBACK_AVG_WIN,111,1007,Frontoparietal,L_AVI_ROI,L,0.746031746031746
FEEDBACK_AVG_WIN,112,1007,Orbito-Affective,L_AAIC_ROI,L,0.671052631578947
FEEDBACK_AVG_WIN,113,1,Cingulo-Opercular,L_FOP1_ROI,L,1
FEEDBACK_AVG_WIN,114,1,Cingulo-Opercular,L_FOP3_ROI,L,0.952380952380952
FEEDBACK_AVG_WIN,115,1,Somatomotor,L_FOP2_ROI,L,0.788461538461538
FEEDBACK_AVG_WIN,116,1,Dorsal-Attention,L_PFt_ROI,L,0.82051282051282
FEEDBACK_AVG_WIN,121,1002,Visual1,L_ProS_ROI,L,0.826086956521739
FEEDBACK_AVG_WIN,124,1,Auditory,L_PBelt_ROI,L,0.518292682926829
FEEDBACK_AVG_WIN,125,1005,Language,L_A5_ROI,L,0.652173913043478
FEEDBACK_AVG_WIN,129,1005,Language,L_STSdp_ROI,L,0.768844221105528
FEEDBACK_AVG_WIN,137,3,Dorsal-Attention,L_PHT_ROI,L,0.532967032967033
FEEDBACK_AVG_WIN,138,1002,Visual2,L_PH_ROI,L,0.808888888888889
FEEDBACK_AVG_WIN,139,1005,Language,L_TPOJ1_ROI,L,0.828729281767956
FEEDBACK_AVG_WIN,144,1002,Frontoparietal,L_IP2_ROI,L,0.909090909090909
FEEDBACK_AVG_WIN,145,1002,Frontoparietal,L_IP1_ROI,L,0.724867724867725
FEEDBACK_AVG_WIN,146,1002,Dorsal-Attention,L_IP0_ROI,L,0.824074074074074
FEEDBACK_AVG_WIN,147,1,Cingulo-Opercular,L_PFop_ROI,L,1
FEEDBACK_AVG_WIN,148,1,Cingulo-Opercular,L_PF_ROI,L,0.666666666666667
FEEDBACK_AVG_WIN,150,3,Default,L_PGi_ROI,L,0.509302325581395
FEEDBACK_AVG_WIN,151,3,Default,L_PGs_ROI,L,0.554098360655738
FEEDBACK_AVG_WIN,153,1002,Visual2,L_VMV1_ROI,L,0.965909090909091
FEEDBACK_AVG_WIN,154,1002,Visual2,L_VMV3_ROI,L,1
FEEDBACK_AVG_WIN,155,7,Default,L_PHA2_ROI,L,0.617647058823529
FEEDBACK_AVG_WIN,156,1002,Visual2,L_V4t_ROI,L,1
FEEDBACK_AVG_WIN,158,1002,Visual2,L_V3CD_ROI,L,1
FEEDBACK_AVG_WIN,159,1002,Visual2,L_LO3_ROI,L,0.916666666666667
FEEDBACK_AVG_WIN,160,1002,Visual2,L_VMV2_ROI,L,0.869565217391304
FEEDBACK_AVG_WIN,161,1,Default,L_31pd_ROI,L,0.953703703703704
FEEDBACK_AVG_WIN,162,1,Default,L_31a_ROI,L,0.9375
FEEDBACK_AVG_WIN,163,1002,Visual2,L_VVC_ROI,L,1
FEEDBACK_AVG_WIN,167,1,Cingulo-Opercular,L_PoI1_ROI,L,0.967532467532468
FEEDBACK_AVG_WIN,168,1,Somatomotor,L_Ig_ROI,L,0.507692307692308
FEEDBACK_AVG_WIN,173,1,Auditory,L_MBelt_ROI,L,0.868131868131868
FEEDBACK_AVG_WIN,174,1,Auditory,L_LBelt_ROI,L,0.75
FEEDBACK_AVG_WIN,179,1003,Cingulo-Opercular,L_a32pr_ROI,L,0.84375
FEEDBACK_AVG_WIN,181,1010,Visual1,R_V1_ROI,R,0.956797966963151
FEEDBACK_AVG_WIN,183,1010,Visual2,R_V6_ROI,R,0.747967479674797
FEEDBACK_AVG_WIN,184,1010,Visual2,R_V2_ROI,R,0.990016638935108
FEEDBACK_AVG_WIN,185,1010,Visual2,R_V3_ROI,R,0.965417867435158
FEEDBACK_AVG_WIN,186,1010,Visual2,R_V4_ROI,R,1
FEEDBACK_AVG_WIN,187,1010,Visual2,R_V8_ROI,R,1
FEEDBACK_AVG_WIN,191,1011,Cingulo-Opercular,R_PEF_ROI,R,0.648351648351648
FEEDBACK_AVG_WIN,193,1010,Visual2,R_V3A_ROI,R,0.884353741496599
FEEDBACK_AVG_WIN,196,1010,Visual2,R_V7_ROI,R,0.955555555555556
FEEDBACK_AVG_WIN,197,1010,Visual2,R_IPS1_ROI,R,0.90990990990991
FEEDBACK_AVG_WIN,198,1010,Visual2,R_FFC_ROI,R,0.994011976047904
FEEDBACK_AVG_WIN,199,1010,Visual2,R_V3B_ROI,R,1
FEEDBACK_AVG_WIN,200,1010,Visual2,R_LO1_ROI,R,1
FEEDBACK_AVG_WIN,201,1010,Visual2,R_LO2_ROI,R,1
FEEDBACK_AVG_WIN,202,1010,Visual2,R_PIT_ROI,R,1
FEEDBACK_AVG_WIN,205,11,Cingulo-Opercular,R_PSL_ROI,R,0.502857142857143
FEEDBACK_AVG_WIN,209,1010,Frontoparietal,R_7Pm_ROI,R,0.708333333333333
FEEDBACK_AVG_WIN,211,10,Default,R_POS1_ROI,R,0.688679245283019
FEEDBACK_AVG_WIN,213,10,Default,R_v23ab_ROI,R,1
FEEDBACK_AVG_WIN,215,10,Default,R_31pv_ROI,R,0.648648648648649
FEEDBACK_AVG_WIN,217,11,Cingulo-Opercular,R_5mv_ROI,R,0.740909090909091
FEEDBACK_AVG_WIN,218,11,Cingulo-Opercular,R_23c_ROI,R,0.594795539033457
FEEDBACK_AVG_WIN,219,11,Somatomotor,R_5L_ROI,R,0.898477157360406
FEEDBACK_AVG_WIN,220,11,Somatomotor,R_24dd_ROI,R,0.633064516129032
FEEDBACK_AVG_WIN,221,11,Somatomotor,R_24dv_ROI,R,0.885350318471338
FEEDBACK_AVG_WIN,222,11,Somatomotor,R_7AL_ROI,R,1
FEEDBACK_AVG_WIN,224,1013,Cingulo-Opercular,R_6ma_ROI,R,0.511961722488038
FEEDBACK_AVG_WIN,226,1010,Dorsal-Attention,R_7PL_ROI,R,0.597402597402597
FEEDBACK_AVG_WIN,227,11,Somatomotor,R_7PC_ROI,R,0.964285714285714
FEEDBACK_AVG_WIN,228,1010,Visual2,R_LIPv_ROI,R,0.590909090909091
FEEDBACK_AVG_WIN,230,1010,Dorsal-Attention,R_MIP_ROI,R,0.9
FEEDBACK_AVG_WIN,231,11,Somatomotor,R_1_ROI,R,0.509043927648579
FEEDBACK_AVG_WIN,232,11,Somatomotor,R_2_ROI,R,0.987179487179487
FEEDBACK_AVG_WIN,234,11,Somatomotor,R_6d_ROI,R,0.792134831460674
FEEDBACK_AVG_WIN,235,11,Somatomotor,R_6mp_ROI,R,0.713754646840149
FEEDBACK_AVG_WIN,237,11,Cingulo-Opercular,R_p24pr_ROI,R,0.945652173913043
FEEDBACK_AVG_WIN,239,11,Cingulo-Opercular,R_a24pr_ROI,R,0.886792452830189
FEEDBACK_AVG_WIN,242,1012,Frontoparietal,R_d32_ROI,R,0.975609756097561
FEEDBACK_AVG_WIN,243,1012,Frontoparietal,R_8BM_ROI,R,0.777142857142857
FEEDBACK_AVG_WIN,245,14,Default,R_10r_ROI,R,0.918918918918919
FEEDBACK_AVG_WIN,253,1011,Frontoparietal,R_8C_ROI,R,0.670781893004115
FEEDBACK_AVG_WIN,257,1011,Frontoparietal,R_a47r_ROI,R,0.810344827586207
FEEDBACK_AVG_WIN,258,1011,Cingulo-Opercular,R_6r_ROI,R,0.596958174904943
FEEDBACK_AVG_WIN,259,1011,Language,R_IFJa_ROI,R,0.632911392405063
FEEDBACK_AVG_WIN,260,1011,Frontoparietal,R_IFJp_ROI,R,1
FEEDBACK_AVG_WIN,261,1011,Frontoparietal,R_IFSp_ROI,R,0.834586466165414
FEEDBACK_AVG_WIN,262,1011,Cingulo-Opercular,R_IFSa_ROI,R,0.705128205128205
FEEDBACK_AVG_WIN,263,1011,Frontoparietal,R_p9-46v_ROI,R,0.867403314917127
FEEDBACK_AVG_WIN,265,1011,Frontoparietal,R_a9-46v_ROI,R,0.884210526315789
FEEDBACK_AVG_WIN,269,1011,Frontoparietal,R_a10p_ROI,R,0.732394366197183
FEEDBACK_AVG_WIN,271,1011,Frontoparietal,R_11l_ROI,R,0.686274509803922
FEEDBACK_AVG_WIN,272,1011,Frontoparietal,R_13l_ROI,R,0.731707317073171
FEEDBACK_AVG_WIN,275,1010,Dorsal-Attention,R_LIPd_ROI,R,1
FEEDBACK_AVG_WIN,276,1013,Dorsal-Attention,R_6a_ROI,R,0.607669616519174
FEEDBACK_AVG_WIN,277,1013,Frontoparietal,R_i6-8_ROI,R,0.898989898989899
FEEDBACK_AVG_WIN,278,1013,Frontoparietal,R_s6-8_ROI,R,1
FEEDBACK_AVG_WIN,279,11,Cingulo-Opercular,R_43_ROI,R,0.82962962962963
FEEDBACK_AVG_WIN,280,11,Somatomotor,R_OP4_ROI,R,0.665116279069768
FEEDBACK_AVG_WIN,281,11,Somatomotor,R_OP1_ROI,R,1
FEEDBACK_AVG_WIN,282,11,Somatomotor,R_OP2-3_ROI,R,0.563218390804598
FEEDBACK_AVG_WIN,283,11,Auditory,R_52_ROI,R,0.924528301886792
FEEDBACK_AVG_WIN,284,11,Somatomotor,R_RI_ROI,R,0.911764705882353
FEEDBACK_AVG_WIN,285,11,Cingulo-Opercular,R_PFcm_ROI,R,1
FEEDBACK_AVG_WIN,286,11,Cingulo-Opercular,R_PoI2_ROI,R,0.563953488372093
FEEDBACK_AVG_WIN,287,11,Auditory,R_TA2_ROI,R,0.666666666666667
FEEDBACK_AVG_WIN,291,1014,Frontoparietal,R_AVI_ROI,R,0.973333333333333
FEEDBACK_AVG_WIN,292,1014,Orbito-Affective,R_AAIC_ROI,R,1
FEEDBACK_AVG_WIN,293,11,Cingulo-Opercular,R_FOP1_ROI,R,0.690140845070423
FEEDBACK_AVG_WIN,294,11,Cingulo-Opercular,R_FOP3_ROI,R,0.973333333333333
FEEDBACK_AVG_WIN,295,11,Somatomotor,R_FOP2_ROI,R,1
FEEDBACK_AVG_WIN,296,11,Dorsal-Attention,R_PFt_ROI,R,0.792746113989637
FEEDBACK_AVG_WIN,301,1010,Visual1,R_ProS_ROI,R,0.932330827067669
FEEDBACK_AVG_WIN,304,11,Auditory,R_PBelt_ROI,R,0.75
FEEDBACK_AVG_WIN,307,1010,Dorsal-Attention,R_PHA3_ROI,R,0.952941176470588
FEEDBACK_AVG_WIN,309,1010,Language,R_STSdp_ROI,R,0.828571428571429
FEEDBACK_AVG_WIN,313,1010,Frontoparietal,R_TE1p_ROI,R,0.809734513274336
FEEDBACK_AVG_WIN,318,1010,Visual2,R_PH_ROI,R,0.755813953488372
FEEDBACK_AVG_WIN,324,1010,Frontoparietal,R_IP2_ROI,R,0.995412844036697
FEEDBACK_AVG_WIN,325,1010,Frontoparietal,R_IP1_ROI,R,1
FEEDBACK_AVG_WIN,326,1010,Dorsal-Attention,R_IP0_ROI,R,1
FEEDBACK_AVG_WIN,327,11,Cingulo-Opercular,R_PFop_ROI,R,0.883870967741936
FEEDBACK_AVG_WIN,328,11,Cingulo-Opercular,R_PF_ROI,R,0.629242819843342
FEEDBACK_AVG_WIN,329,1010,Frontoparietal,R_PFm_ROI,R,0.707006369426752
FEEDBACK_AVG_WIN,333,1010,Visual2,R_VMV1_ROI,R,0.982300884955752
FEEDBACK_AVG_WIN,334,1010,Visual2,R_VMV3_ROI,R,1
FEEDBACK_AVG_WIN,336,1010,Visual2,R_V4t_ROI,R,0.688888888888889
FEEDBACK_AVG_WIN,338,1010,Visual2,R_V3CD_ROI,R,1
FEEDBACK_AVG_WIN,339,1010,Visual2,R_LO3_ROI,R,0.892307692307692
FEEDBACK_AVG_WIN,340,1010,Visual2,R_VMV2_ROI,R,0.963855421686747
FEEDBACK_AVG_WIN,341,10,Default,R_31pd_ROI,R,0.790123456790123
FEEDBACK_AVG_WIN,343,1010,Visual2,R_VVC_ROI,R,1
FEEDBACK_AVG_WIN,347,11,Cingulo-Opercular,R_PoI1_ROI,R,0.871165644171779
FEEDBACK_AVG_WIN,348,11,Somatomotor,R_Ig_ROI,R,0.548387096774194
FEEDBACK_AVG_WIN,350,1011,Frontoparietal,R_p10p_ROI,R,0.655405405405405
FEEDBACK_AVG_WIN,351,1011,Frontoparietal,R_p47r_ROI,R,0.97
FEEDBACK_AVG_WIN,353,11,Auditory,R_MBelt_ROI,R,0.626666666666667
FEEDBACK_AVG_WIN,354,11,Auditory,R_LBelt_ROI,R,0.870588235294118
FEEDBACK_AVG_WIN,357,1010,Frontoparietal,R_TE1m_ROI,R,0.5
FEEDBACK_AVG_WIN,359,1012,Cingulo-Opercular,R_a32pr_ROI,R,0.952755905511811
FEEDBACK_AVG_WIN_LOSE,1,1001,Visual1,L_V1_ROI,L,0.623345367027678
FEEDBACK_AVG_WIN_LOSE,3,1001,Visual2,L_V6_ROI,L,0.798245614035088
FEEDBACK_AVG_WIN_LOSE,5,1001,Visual2,L_V3_ROI,L,0.566765578635015
FEEDBACK_AVG_WIN_LOSE,6,1001,Visual2,L_V4_ROI,L,0.56786703601108
FEEDBACK_AVG_WIN_LOSE,7,1001,Visual2,L_V8_ROI,L,0.897959183673469
FEEDBACK_AVG_WIN_LOSE,11,1012,Dorsal-Attention,L_PEF_ROI,L,0.805555555555556
FEEDBACK_AVG_WIN_LOSE,13,1001,Visual2,L_V3A_ROI,L,0.768211920529801
FEEDBACK_AVG_WIN_LOSE,14,1001,Frontoparietal,L_RSC_ROI,L,0.658767772511848
FEEDBACK_AVG_WIN_LOSE,15,1001,Frontoparietal,L_POS2_ROI,L,0.86
FEEDBACK_AVG_WIN_LOSE,16,1001,Visual2,L_V7_ROI,L,0.681818181818182
FEEDBACK_AVG_WIN_LOSE,17,1001,Visual2,L_IPS1_ROI,L,0.548148148148148
FEEDBACK_AVG_WIN_LOSE,19,1001,Visual2,L_V3B_ROI,L,0.87012987012987
FEEDBACK_AVG_WIN_LOSE,20,1001,Visual2,L_LO1_ROI,L,0.567567567567568
FEEDBACK_AVG_WIN_LOSE,21,1001,Visual2,L_LO2_ROI,L,0.615384615384615
FEEDBACK_AVG_WIN_LOSE,23,1001,Visual2,L_MT_ROI,L,0.724137931034483
FEEDBACK_AVG_WIN_LOSE,32,1001,Default,L_23d_ROI,L,0.555555555555556
FEEDBACK_AVG_WIN_LOSE,33,1001,Default,L_v23ab_ROI,L,0.916666666666667
FEEDBACK_AVG_WIN_LOSE,34,1001,Default,L_d23ab_ROI,L,0.829545454545455
FEEDBACK_AVG_WIN_LOSE,40,1006,Somatomotor,L_24dd_ROI,L,0.62780269058296
FEEDBACK_AVG_WIN_LOSE,56,1012,Somatomotor,L_6v_ROI,L,0.635294117647059
FEEDBACK_AVG_WIN_LOSE,61,1004,Default,L_a24_ROI,L,0.711111111111111
FEEDBACK_AVG_WIN_LOSE,64,1004,Default,L_p32_ROI,L,0.565656565656566
FEEDBACK_AVG_WIN_LOSE,65,1004,Default,L_10r_ROI,L,0.574468085106383
FEEDBACK_AVG_WIN_LOSE,66,1014,Default,L_47m_ROI,L,0.830188679245283
FEEDBACK_AVG_WIN_LOSE,79,1012,Language,L_IFJa_ROI,L,0.522727272727273
FEEDBACK_AVG_WIN_LOSE,80,1012,Frontoparietal,L_IFJp_ROI,L,0.770114942528736
FEEDBACK_AVG_WIN_LOSE,81,1009,Language,L_IFSp_ROI,L,0.650485436893204
FEEDBACK_AVG_WIN_LOSE,82,1009,Frontoparietal,L_IFSa_ROI,L,0.685534591194969
FEEDBACK_AVG_WIN_LOSE,92,1014,Frontoparietal,L_13l_ROI,L,0.957264957264957
FEEDBACK_AVG_WIN_LOSE,119,1002,Default,L_PreS_ROI,L,0.50314465408805
FEEDBACK_AVG_WIN_LOSE,124,1008,Auditory,L_PBelt_ROI,L,0.518292682926829
FEEDBACK_AVG_WIN_LOSE,133,1001,Frontoparietal,L_TE1p_ROI,L,0.651260504201681
FEEDBACK_AVG_WIN_LOSE,138,1001,Visual2,L_PH_ROI,L,0.804444444444444
FEEDBACK_AVG_WIN_LOSE,142,1001,Visual1,L_DVT_ROI,L,0.542635658914729
FEEDBACK_AVG_WIN_LOSE,143,1001,Dorsal-Attention,L_PGp_ROI,L,0.714285714285714
FEEDBACK_AVG_WIN_LOSE,145,1001,Frontoparietal,L_IP1_ROI,L,0.645502645502646
FEEDBACK_AVG_WIN_LOSE,146,1001,Dorsal-Attention,L_IP0_ROI,L,0.796296296296296
FEEDBACK_AVG_WIN_LOSE,152,1001,Visual2,L_V6A_ROI,L,0.63265306122449
FEEDBACK_AVG_WIN_LOSE,158,1001,Visual2,L_V3CD_ROI,L,0.928571428571429
FEEDBACK_AVG_WIN_LOSE,162,1001,Default,L_31a_ROI,L,0.703125
FEEDBACK_AVG_WIN_LOSE,165,1004,Default,L_s32_ROI,L,0.759259259259259
FEEDBACK_AVG_WIN_LOSE,166,1014,Orbito-Affective,L_pOFC_ROI,L,0.58974358974359
FEEDBACK_AVG_WIN_LOSE,171,1009,Frontoparietal,L_p47r_ROI,L,0.961240310077519
FEEDBACK_AVG_WIN_LOSE,174,1008,Auditory,L_LBelt_ROI,L,0.881578947368421
FEEDBACK_AVG_WIN_LOSE,175,1008,Auditory,L_A4_ROI,L,0.642156862745098
FEEDBACK_AVG_WIN_LOSE,183,1017,Visual2,R_V6_ROI,R,0.699186991869919
FEEDBACK_AVG_WIN_LOSE,185,1017,Visual2,R_V3_ROI,R,0.527377521613833
FEEDBACK_AVG_WIN_LOSE,186,1017,Visual2,R_V4_ROI,R,0.56
FEEDBACK_AVG_WIN_LOSE,187,1017,Visual2,R_V8_ROI,R,0.71875
FEEDBACK_AVG_WIN_LOSE,189,1018,Somatomotor,R_3b_ROI,R,0.755834829443447
FEEDBACK_AVG_WIN_LOSE,193,1017,Visual2,R_V3A_ROI,R,0.619047619047619
FEEDBACK_AVG_WIN_LOSE,194,1017,Frontoparietal,R_RSC_ROI,R,0.558441558441558
FEEDBACK_AVG_WIN_LOSE,195,1017,Frontoparietal,R_POS2_ROI,R,0.82
FEEDBACK_AVG_WIN_LOSE,196,1017,Visual2,R_V7_ROI,R,0.666666666666667
FEEDBACK_AVG_WIN_LOSE,199,1017,Visual2,R_V3B_ROI,R,0.808219178082192
FEEDBACK_AVG_WIN_LOSE,201,1017,Visual2,R_LO2_ROI,R,0.709677419354839
FEEDBACK_AVG_WIN_LOSE,202,1017,Visual2,R_PIT_ROI,R,0.693548387096774
FEEDBACK_AVG_WIN_LOSE,204,1018,Auditory,R_A1_ROI,R,0.666666666666667
FEEDBACK_AVG_WIN_LOSE,206,3,Language,R_SFL_ROI,R,0.680672268907563
FEEDBACK_AVG_WIN_LOSE,213,1017,Default,R_v23ab_ROI,R,0.707317073170732
FEEDBACK_AVG_WIN_LOSE,214,1017,Default,R_d23ab_ROI,R,0.978723404255319
FEEDBACK_AVG_WIN_LOSE,215,1017,Default,R_31pv_ROI,R,0.522522522522523
FEEDBACK_AVG_WIN_LOSE,216,1019,Somatomotor,R_5m_ROI,R,0.519736842105263
FEEDBACK_AVG_WIN_LOSE,231,1018,Somatomotor,R_1_ROI,R,0.728682170542636
FEEDBACK_AVG_WIN_LOSE,233,1018,Somatomotor,R_3a_ROI,R,0.9125
FEEDBACK_AVG_WIN_LOSE,239,1019,Cingulo-Opercular,R_a24pr_ROI,R,0.509433962264151
FEEDBACK_AVG_WIN_LOSE,244,1024,Default,R_p32_ROI,R,0.544554455445545
FEEDBACK_AVG_WIN_LOSE,245,1024,Default,R_10r_ROI,R,0.986486486486486
FEEDBACK_AVG_WIN_LOSE,246,1022,Default,R_47m_ROI,R,0.819672131147541
FEEDBACK_AVG_WIN_LOSE,252,1024,Default,R_10d_ROI,R,0.61864406779661
FEEDBACK_AVG_WIN_LOSE,272,1022,Frontoparietal,R_13l_ROI,R,0.829268292682927
FEEDBACK_AVG_WIN_LOSE,279,1018,Cingulo-Opercular,R_43_ROI,R,0.511111111111111
FEEDBACK_AVG_WIN_LOSE,280,1018,Somatomotor,R_OP4_ROI,R,0.669767441860465
FEEDBACK_AVG_WIN_LOSE,282,1018,Somatomotor,R_OP2-3_ROI,R,0.67816091954023
FEEDBACK_AVG_WIN_LOSE,284,1018,Somatomotor,R_RI_ROI,R,0.53781512605042
FEEDBACK_AVG_WIN_LOSE,290,1023,Orbito-Affective,R_Pir_ROI,R,0.619289340101523
FEEDBACK_AVG_WIN_LOSE,304,1018,Auditory,R_PBelt_ROI,R,0.822916666666667
FEEDBACK_AVG_WIN_LOSE,318,1017,Visual2,R_PH_ROI,R,0.622093023255814
FEEDBACK_AVG_WIN_LOSE,322,1017,Visual1,R_DVT_ROI,R,0.561538461538462
FEEDBACK_AVG_WIN_LOSE,326,1017,Dorsal-Attention,R_IP0_ROI,R,0.863157894736842
FEEDBACK_AVG_WIN_LOSE,327,1018,Cingulo-Opercular,R_PFop_ROI,R,0.567741935483871
FEEDBACK_AVG_WIN_LOSE,332,1017,Visual2,R_V6A_ROI,R,0.74468085106383
FEEDBACK_AVG_WIN_LOSE,338,1017,Visual2,R_V3CD_ROI,R,0.746835443037975
FEEDBACK_AVG_WIN_LOSE,345,1024,Default,R_s32_ROI,R,0.519230769230769
FEEDBACK_AVG_WIN_LOSE,354,1018,Auditory,R_LBelt_ROI,R,0.870588235294118
FEEDBACK_AVG_WIN_LOSE,355,1018,Auditory,R_A4_ROI,R,0.636363636363636
FEEDBACK_CUE_AVG,1,1,Visual1,L_V1_ROI,L,0.937424789410349
FEEDBACK_CUE_AVG,2,1,Visual2,L_MST_ROI,L,1
FEEDBACK_CUE_AVG,3,1,Visual2,L_V6_ROI,L,1
FEEDBACK_CUE_AVG,4,1,Visual2,L_V2_ROI,L,0.975767366720517
FEEDBACK_CUE_AVG,5,1,Visual2,L_V3_ROI,L,0.99406528189911
FEEDBACK_CUE_AVG,6,1,Visual2,L_V4_ROI,L,1
FEEDBACK_CUE_AVG,7,1,Visual2,L_V8_ROI,L,1
FEEDBACK_CUE_AVG,8,1,Somatomotor,L_4_ROI,L,0.545887961859356
FEEDBACK_CUE_AVG,9,1,Somatomotor,L_3b_ROI,L,0.700348432055749
FEEDBACK_CUE_AVG,10,1,Cingulo-Opercular,L_FEF_ROI,L,1
FEEDBACK_CUE_AVG,11,1,Dorsal-Attention,L_PEF_ROI,L,1
FEEDBACK_CUE_AVG,12,1,Language,L_55b_ROI,L,1
FEEDBACK_CUE_AVG,13,1,Visual2,L_V3A_ROI,L,1
FEEDBACK_CUE_AVG,14,1,Frontoparietal,L_RSC_ROI,L,0.995260663507109
FEEDBACK_CUE_AVG,15,1,Frontoparietal,L_POS2_ROI,L,1
FEEDBACK_CUE_AVG,16,1,Visual2,L_V7_ROI,L,1
FEEDBACK_CUE_AVG,17,1,Visual2,L_IPS1_ROI,L,1
FEEDBACK_CUE_AVG,18,1,Visual2,L_FFC_ROI,L,1
FEEDBACK_CUE_AVG,19,1,Visual2,L_V3B_ROI,L,1
FEEDBACK_CUE_AVG,20,1,Visual2,L_LO1_ROI,L,1
FEEDBACK_CUE_AVG,21,1,Visual2,L_LO2_ROI,L,1
FEEDBACK_CUE_AVG,22,1,Visual2,L_PIT_ROI,L,1
FEEDBACK_CUE_AVG,23,1,Visual2,L_MT_ROI,L,1
FEEDBACK_CUE_AVG,25,1,Language,L_PSL_ROI,L,0.717791411042945
FEEDBACK_CUE_AVG,27,1,Posterior-Multimodal,L_PCV_ROI,L,1
FEEDBACK_CUE_AVG,28,1,Language,L_STV_ROI,L,0.753623188405797
FEEDBACK_CUE_AVG,29,1,Frontoparietal,L_7Pm_ROI,L,0.957446808510638
FEEDBACK_CUE_AVG,30,1,Default,L_7m_ROI,L,0.923076923076923
FEEDBACK_CUE_AVG,31,1,Default,L_POS1_ROI,L,0.728888888888889
FEEDBACK_CUE_AVG,33,1,Default,L_v23ab_ROI,L,0.986111111111111
FEEDBACK_CUE_AVG,34,1,Default,L_d23ab_ROI,L,1
FEEDBACK_CUE_AVG,35,1,Default,L_31pv_ROI,L,0.91743119266055
FEEDBACK_CUE_AVG,36,1,Somatomotor,L_5m_ROI,L,0.946428571428571
FEEDBACK_CUE_AVG,37,1,Cingulo-Opercular,L_5mv_ROI,L,0.905759162303665
FEEDBACK_CUE_AVG,38,1,Cingulo-Opercular,L_23c_ROI,L,0.991769547325103
FEEDBACK_CUE_AVG,39,1,Somatomotor,L_5L_ROI,L,0.654255319148936
FEEDBACK_CUE_AVG,40,1,Somatomotor,L_24dd_ROI,L,0.973094170403587
FEEDBACK_CUE_AVG,41,1,Somatomotor,L_24dv_ROI,L,0.985815602836879
FEEDBACK_CUE_AVG,42,1,Somatomotor,L_7AL_ROI,L,0.691176470588235
